0.000000	0.250000
3.432259	0.250000
20.000000	0.250000
20.000000	0.250000
20.025067	0.250000
20.050134	0.250000
20.144019	0.250000
20.237904	0.250000
20.331789	0.250000
20.476164	0.250000
20.620539	0.250000
20.764914	0.250000
20.909289	0.250000
21.053665	0.250000
21.198040	0.250000
21.342415	0.250000
21.486790	0.250000
21.554368	0.250000
21.621947	0.250000
21.689526	0.250000
21.808918	0.250000
21.928310	0.250000
22.047702	0.250000
22.228315	0.250000
22.408928	0.250000
22.729727	0.250000
23.050525	0.250000
23.555015	0.250000
24.059506	0.250000
24.563996	0.250000
25.068487	0.250000
25.572977	0.250000
26.077467	0.250000
27.095770	0.250000
28.114072	0.250000
29.132375	0.250000
30.150677	0.250000
31.168980	0.250000
32.187282	0.250000
33.205584	0.250000
34.223887	0.250000
35.242189	0.250000
36.260492	0.250000
37.801396	0.250000
39.342301	0.250000
40.082293	0.250000
40.822286	0.250000
41.562278	0.250000
42.716032	0.250000
43.869786	0.250000
45.023539	0.250000
46.177293	0.250000
47.331047	0.249999
48.484801	0.249999
49.638554	0.249998
50.792308	0.249997
51.946062	0.249996
53.099816	0.249994
54.837076	0.249991
56.574337	0.249987
57.614762	0.249984
58.655187	0.249980
59.695612	0.249977
60.736037	0.249973
63.143191	0.249965
65.550344	0.249957
66.429961	0.249954
67.309579	0.249952
69.064848	0.249948
70.820118	0.249944
72.575388	0.249941
73.688181	0.249940
74.800974	0.249938
75.867899	0.249937
76.934823	0.249936
78.001748	0.249936
80.466978	0.249934
82.932208	0.249934
85.397438	0.249933
87.862668	0.249933
94.139311	0.249932
96.923077	0.249932
96.923077	0.249932
96.948158	0.249932
96.973239	0.249932
97.068163	0.249932
97.163087	0.249932
97.258011	0.249932
97.403504	0.249932
97.548996	0.249932
97.694489	0.249932
97.839982	0.249932
97.985475	0.249932
98.130968	0.249932
98.276460	0.249932
98.421953	0.249932
98.491719	0.249932
98.561484	0.249932
98.631249	0.249932
98.750750	0.249932
98.870250	0.249932
98.989751	0.249932
99.170388	0.249932
99.351025	0.249932
99.673551	0.249932
99.996077	0.249932
100.491493	0.249932
100.986909	0.249932
101.482326	0.249932
101.977742	0.249932
102.473159	0.249932
102.968575	0.249932
103.950208	0.249931
104.931841	0.249927
105.913473	0.249916
106.895106	0.249891
107.876739	0.249846
108.858372	0.249781
109.272948	0.249748
109.687525	0.249712
110.102101	0.249674
110.775978	0.249610
111.449856	0.249543
112.898451	0.249392
113.577855	0.249318
114.257260	0.249242
114.936664	0.249165
116.103087	0.249030
117.269511	0.248892
118.435934	0.248751
119.602358	0.248608
120.768781	0.248464
122.597242	0.248234
124.425702	0.248002
126.482005	0.247739
128.538309	0.247475
130.611588	0.247208
132.684867	0.246943
134.758147	0.246679
136.831426	0.246417
138.904706	0.246159
140.977985	0.245904
143.051265	0.245653
145.124544	0.245407
147.197823	0.245166
149.271103	0.244932
151.344382	0.244703
153.417662	0.244482
154.508988	0.244369
155.600314	0.244259
156.691640	0.244151
158.846703	0.243948
161.001767	0.243761
163.156831	0.243598
165.311894	0.243465
167.466958	0.243368
169.622022	0.243307
171.777085	0.243274
173.035838	0.243264
173.846154	0.243259
173.846154	0.243259
173.871532	0.243259
173.896911	0.243259
173.992810	0.243259
174.088709	0.243258
174.184607	0.243258
174.330870	0.243258
174.477132	0.243257
174.623394	0.243257
174.769656	0.243256
174.915919	0.243256
175.062181	0.243255
175.208443	0.243255
175.354705	0.243254
175.424748	0.243254
175.494792	0.243254
175.564835	0.243253
175.685495	0.243253
175.806155	0.243252
175.926815	0.243252
176.109519	0.243251
176.292223	0.243250
176.617645	0.243248
176.943066	0.243246
177.444157	0.243240
177.945247	0.243233
178.446338	0.243222
178.947428	0.243207
179.448519	0.243186
179.949609	0.243159
180.901918	0.243094
181.854227	0.243013
182.806535	0.242922
183.396146	0.242862
183.985757	0.242801
184.575368	0.242737
185.164978	0.242672
185.754589	0.242605
186.344200	0.242537
186.933811	0.242467
187.984847	0.242341
189.035883	0.242212
190.086919	0.242079
191.137955	0.241945
192.188991	0.241809
193.240027	0.241672
194.291063	0.241534
195.342099	0.241397
196.393135	0.241260
197.444171	0.241124
198.495208	0.240989
199.546244	0.240855
200.597280	0.240722
201.648316	0.240590
202.699352	0.240459
203.750388	0.240329
204.801424	0.240198
205.852460	0.240067
206.570644	0.239977
207.288829	0.239887
208.007013	0.239796
208.725198	0.239705
209.443382	0.239614
210.619475	0.239464
211.795569	0.239313
212.971662	0.239161
214.147755	0.239009
215.323848	0.238857
216.499941	0.238705
217.676034	0.238553
218.852127	0.238403
220.028220	0.238253
221.204313	0.238105
222.380406	0.237959
223.556499	0.237814
224.732592	0.237671
225.537542	0.237574
226.342491	0.237478
227.147440	0.237383
227.952389	0.237289
228.757338	0.237196
230.752636	0.236970
232.707973	0.236756
234.663310	0.236548
236.618647	0.236348
238.573984	0.236157
240.529321	0.235977
242.484658	0.235811
243.688053	0.235719
244.517397	0.235660
245.346741	0.235606
246.176085	0.235558
247.005429	0.235516
247.834773	0.235479
249.824553	0.235416
250.769231	0.235396
250.769231	0.235396
250.795025	0.235396
250.820818	0.235395
250.917810	0.235394
251.014801	0.235392
251.111792	0.235390
251.259270	0.235388
251.406749	0.235386
251.554227	0.235384
251.701705	0.235382
251.849184	0.235380
251.996662	0.235378
252.144140	0.235376
252.291619	0.235374
252.359717	0.235373
252.427816	0.235372
252.495914	0.235370
252.618106	0.235369
252.740297	0.235367
252.862489	0.235365
253.047280	0.235361
253.232071	0.235358
253.559957	0.235351
253.887843	0.235343
254.399582	0.235328
254.911320	0.235308
255.423058	0.235284
255.934796	0.235254
256.446534	0.235219
256.958273	0.235180
257.910737	0.235098
258.863201	0.235008
259.815666	0.234911
260.413798	0.234848
261.011931	0.234784
261.610064	0.234718
262.208197	0.234651
262.806329	0.234582
263.404462	0.234512
264.002595	0.234441
265.012531	0.234319
266.022468	0.234194
267.032404	0.234068
268.042340	0.233941
269.052276	0.233813
270.062213	0.233685
271.072149	0.233559
272.082085	0.233435
273.092021	0.233313
274.101958	0.233193
275.111894	0.233077
276.121830	0.232964
277.131767	0.232853
278.141703	0.232745
279.151639	0.232637
280.161575	0.232531
281.171512	0.232424
282.181448	0.232317
283.191384	0.232208
284.201321	0.232098
284.901215	0.232020
285.601109	0.231941
286.301003	0.231861
287.000897	0.231780
287.700791	0.231697
288.855118	0.231560
290.009444	0.231419
291.163770	0.231277
292.318097	0.231134
293.472423	0.230990
294.626749	0.230846
296.326824	0.230634
298.026899	0.230424
299.938820	0.230190
301.850742	0.229961
303.762664	0.229736
305.674586	0.229517
307.586507	0.229304
309.498429	0.229096
311.410351	0.228895
313.322273	0.228701
315.234194	0.228515
317.146116	0.228338
319.058038	0.228172
320.969960	0.228021
322.881881	0.227892
323.886539	0.227835
324.891196	0.227786
325.895853	0.227746
326.900510	0.227716
327.692308	0.227697
327.692308	0.227697
327.718472	0.227697
327.744636	0.227696
327.842585	0.227694
327.940534	0.227692
328.038483	0.227691
328.186379	0.227688
328.334276	0.227685
328.482172	0.227683
328.630069	0.227681
328.777965	0.227678
328.925861	0.227676
329.073758	0.227673
329.221654	0.227671
329.289525	0.227669
329.357396	0.227668
329.425267	0.227667
329.549046	0.227665
329.672826	0.227663
329.796605	0.227660
329.983738	0.227656
330.170871	0.227652
330.502266	0.227644
330.833662	0.227635
331.357627	0.227617
331.881592	0.227595
332.405557	0.227567
332.929522	0.227535
333.453487	0.227498
333.977452	0.227457
334.915141	0.227376
335.852831	0.227288
336.790520	0.227195
337.728210	0.227097
338.665899	0.226997
339.603588	0.226893
340.541278	0.226786
341.478967	0.226677
342.416657	0.226565
343.354346	0.226452
344.292036	0.226338
345.229725	0.226223
346.072895	0.226121
346.916066	0.226018
348.494077	0.225831
350.072089	0.225650
350.832430	0.225565
351.592771	0.225482
352.353112	0.225402
353.113454	0.225323
353.873795	0.225246
355.174959	0.225118
356.476124	0.224991
357.777288	0.224865
359.078453	0.224738
361.359522	0.224507
363.640591	0.224264
365.921659	0.224008
368.202728	0.223743
370.483797	0.223471
372.764866	0.223197
375.045934	0.222924
377.327003	0.222655
379.608072	0.222392
381.889141	0.222136
384.170210	0.221887
386.451278	0.221646
388.732347	0.221414
391.013416	0.221192
393.294485	0.220981
395.575553	0.220784
397.856622	0.220608
400.137691	0.220462
403.445916	0.220325
404.615385	0.220295
404.615385	0.220295
404.641934	0.220295
404.668483	0.220294
404.767405	0.220292
404.866328	0.220291
404.965251	0.220289
405.113924	0.220286
405.262597	0.220284
405.411270	0.220282
405.559943	0.220279
405.708616	0.220277
405.857288	0.220275
406.005961	0.220272
406.154634	0.220270
406.222002	0.220269
406.289369	0.220268
406.356737	0.220267
406.481796	0.220265
406.606855	0.220262
406.731914	0.220260
406.921466	0.220256
407.111018	0.220252
407.446175	0.220245
407.781332	0.220235
408.314403	0.220218
408.847473	0.220195
409.380543	0.220167
409.913614	0.220135
410.446684	0.220098
410.979755	0.220057
411.923243	0.219977
412.866731	0.219891
413.810219	0.219800
414.753707	0.219705
415.697195	0.219606
416.640684	0.219505
417.584172	0.219400
418.527660	0.219294
419.471148	0.219185
420.414636	0.219075
421.358124	0.218964
422.301613	0.218852
423.779820	0.218679
425.258027	0.218509
426.020615	0.218423
426.783203	0.218339
427.545792	0.218257
428.308380	0.218177
429.070968	0.218099
429.833556	0.218023
430.596145	0.217949
432.278552	0.217790
433.960958	0.217635
435.643365	0.217479
437.325772	0.217321
439.008179	0.217156
440.690586	0.216983
442.372993	0.216802
445.471275	0.216455
448.569557	0.216096
451.667840	0.215736
454.766122	0.215381
457.864404	0.215038
460.962686	0.214707
464.060968	0.214392
467.159250	0.214093
470.257533	0.213813
473.355815	0.213560
476.454097	0.213350
478.272039	0.213255
480.089982	0.213188
481.538462	0.213155
481.538462	0.213155
481.565415	0.213154
481.592369	0.213154
481.692309	0.213152
481.792250	0.213151
481.892191	0.213149
481.992131	0.213148
482.092072	0.213146
482.278386	0.213144
482.464701	0.213141
482.651015	0.213139
482.984477	0.213135
483.317938	0.213130
483.651400	0.213125
483.984862	0.213119
484.318323	0.213112
484.651785	0.213105
484.985247	0.213095
485.318709	0.213084
485.652170	0.213071
485.985632	0.213056
486.545637	0.213026
487.411883	0.212971
488.278129	0.212905
489.144374	0.212833
489.694086	0.212784
490.243799	0.212734
490.793511	0.212682
491.898672	0.212574
493.003832	0.212462
494.108992	0.212345
495.214153	0.212225
496.899584	0.212038
498.585016	0.211846
500.270448	0.211654
501.955880	0.211465
